mpi_procs;grid_tiles_x;grid_tiles_y;omp_threads;domain_size;n_iterations;disk_write_intensity;airflow;material_file;output_file;simulation_mode;middle_col_avg_temp;total_time;iteration_time
1;1;1;1;256;7812;50;0.001;/home/training/dd-21-22-303/PPP-barbora/scripts/input_data_256.h5;;seq;43.2791;2.68121;0.000343216
1;1;1;1;256;7812;50;0.001;/home/training/dd-21-22-303/PPP-barbora/scripts/input_data_256.h5;/scratch/project/dd-21-22/dd-21-22-303/605663.isrv1/256x256_out_hybrid_2d_seq.h5;seq;43.2791;2.80568;0.00035915
1;1;1;1;256;7812;50;0.001;/home/training/dd-21-22-303/PPP-barbora/scripts/input_data_256.h5;/scratch/project/dd-21-22/dd-21-22-303/605663.isrv1/256x256_out_hybrid_2d_seq.h5;seq;43.2791;2.80319;0.000358831
1;1;1;1;256;7812;50;0.001;/home/training/dd-21-22-303/PPP-barbora/scripts/input_data_256.h5;;seq;43.2791;2.68083;0.000343168
1;1;1;1;256;7812;50;0.001;/home/training/dd-21-22-303/PPP-barbora/scripts/input_data_256.h5;/scratch/project/dd-21-22/dd-21-22-303/605663.isrv1/256x256_out_hybrid_2d_seq.h5;seq;43.2791;2.80093;0.000358542
1;1;1;1;256;7812;50;0.001;/home/training/dd-21-22-303/PPP-barbora/scripts/input_data_256.h5;/scratch/project/dd-21-22/dd-21-22-303/605663.isrv1/256x256_out_hybrid_2d_seq.h5;seq;43.2791;2.80127;0.000358586
1;1;1;1;512;3906;50;0.001;/home/training/dd-21-22-303/PPP-barbora/scripts/input_data_512.h5;;seq;28.3819;5.44757;0.00139467
1;1;1;1;512;3906;50;0.001;/home/training/dd-21-22-303/PPP-barbora/scripts/input_data_512.h5;/scratch/project/dd-21-22/dd-21-22-303/605663.isrv1/512x512_out_hybrid_2d_seq.h5;seq;28.3819;5.67554;0.00145303
1;1;1;1;512;3906;50;0.001;/home/training/dd-21-22-303/PPP-barbora/scripts/input_data_512.h5;/scratch/project/dd-21-22/dd-21-22-303/605663.isrv1/512x512_out_hybrid_2d_seq.h5;seq;28.3819;5.66802;0.00145111
1;1;1;1;512;3906;50;0.001;/home/training/dd-21-22-303/PPP-barbora/scripts/input_data_512.h5;;seq;28.3819;5.4456;0.00139416
1;1;1;1;512;3906;50;0.001;/home/training/dd-21-22-303/PPP-barbora/scripts/input_data_512.h5;/scratch/project/dd-21-22/dd-21-22-303/605663.isrv1/512x512_out_hybrid_2d_seq.h5;seq;28.3819;5.66885;0.00145132
1;1;1;1;512;3906;50;0.001;/home/training/dd-21-22-303/PPP-barbora/scripts/input_data_512.h5;/scratch/project/dd-21-22/dd-21-22-303/605663.isrv1/512x512_out_hybrid_2d_seq.h5;seq;28.3819;5.66859;0.00145125
1;1;1;1;1024;1953;50;0.001;/home/training/dd-21-22-303/PPP-barbora/scripts/input_data_1024.h5;;seq;22.9999;13.387;0.00685457
1;1;1;1;1024;1953;50;0.001;/home/training/dd-21-22-303/PPP-barbora/scripts/input_data_1024.h5;/scratch/project/dd-21-22/dd-21-22-303/605663.isrv1/1024x1024_out_hybrid_2d_seq.h5;seq;22.9999;13.8555;0.00709448
1;1;1;1;1024;1953;50;0.001;/home/training/dd-21-22-303/PPP-barbora/scripts/input_data_1024.h5;/scratch/project/dd-21-22/dd-21-22-303/605663.isrv1/1024x1024_out_hybrid_2d_seq.h5;seq;22.9999;13.8584;0.00709594
1;1;1;1;1024;1953;50;0.001;/home/training/dd-21-22-303/PPP-barbora/scripts/input_data_1024.h5;;seq;22.9999;13.4015;0.00686202
1;1;1;1;1024;1953;50;0.001;/home/training/dd-21-22-303/PPP-barbora/scripts/input_data_1024.h5;/scratch/project/dd-21-22/dd-21-22-303/605663.isrv1/1024x1024_out_hybrid_2d_seq.h5;seq;22.9999;13.8969;0.00711569
1;1;1;1;1024;1953;50;0.001;/home/training/dd-21-22-303/PPP-barbora/scripts/input_data_1024.h5;/scratch/project/dd-21-22/dd-21-22-303/605663.isrv1/1024x1024_out_hybrid_2d_seq.h5;seq;22.9999;13.9034;0.00711901
1;1;1;1;2048;976;50;0.001;/home/training/dd-21-22-303/PPP-barbora/scripts/input_data_2048.h5;;seq;21.0745;28.0381;0.0287276
